carat,cut,color,clarity,depth,table,price,x,y,z
1.51,2,0,2,63.45492085340675,58.0,6976,7.29,7.24,4.61
1.51,0,0,2,63.354037267080756,60.0,6976,7.31,7.18,4.59
1.5,3,2,1,61.19096509240246,61.0,6979,7.34,7.27,4.47
1.45,2,0,3,62.60387811634348,58.0,6980,7.28,7.16,4.52
1.13,4,1,4,61.9296933433059,55.0,6980,6.67,6.7,4.14
1.13,4,1,4,61.82634730538922,57.0,6980,6.66,6.7,4.13
1.05,4,3,3,61.609195402298845,59.0,6981,6.51,6.54,4.02
1.03,4,3,3,61.30268199233716,57.0,6981,6.51,6.54,4.0
1.06,4,6,3,62.45239908606245,54.0,6981,6.6,6.53,4.1
1.52,1,0,3,63.106796116504846,61.0,6982,7.19,7.23,4.55
1.08,3,3,4,62.90936785986291,55.0,6982,6.6,6.53,4.13
1.08,3,3,4,62.73909716908951,56.0,6982,6.55,6.52,4.1
1.11,4,3,3,61.21530382595649,56.0,6982,6.68,6.65,4.08
1.1,4,3,4,61.49208741522231,57.0,6984,6.62,6.65,4.08
1.2,2,4,2,61.90125276344879,58.0,6985,6.75,6.82,4.2
1.5,2,0,2,62.49139710942876,58.0,6987,7.24,7.29,4.54
1.1,2,4,3,61.07784431137725,57.0,6987,6.65,6.71,4.08
1.5,2,0,2,62.70718232044199,58.0,6987,7.22,7.26,4.54
1.29,3,2,3,62.44604316546762,57.0,6987,6.98,6.92,4.34
1.41,3,6,1,61.08786610878661,56.0,6988,7.19,7.15,4.38
1.0,3,3,4,62.92490118577076,60.0,6989,6.36,6.29,3.98
1.23,4,1,6,62.05389657683903,57.0,6989,6.83,6.9,4.26
1.0,3,3,4,58.607498087222645,61.0,6989,6.57,6.5,3.83
1.0,4,5,3,61.50271107668475,55.0,6989,6.47,6.44,3.97
1.09,2,4,3,61.377245508982035,54.0,6990,6.66,6.7,4.1
1.58,3,4,1,60.730897009966775,60.0,6990,7.54,7.51,4.57
1.24,4,3,2,60.51873198847263,60.0,6994,6.97,6.91,4.2
1.01,2,5,4,61.99376947040498,57.0,6996,6.46,6.38,3.98
1.56,2,0,1,58.279009126466754,63.0,6996,7.64,7.7,4.47
1.4,1,2,1,62.4823695345557,57.0,6996,7.07,7.11,4.43
1.04,3,3,4,62.04772902232487,56.0,6996,6.53,6.46,4.03
1.01,2,5,4,62.149532710280376,58.0,6997,6.39,6.45,3.99
1.23,2,2,2,60.33117350611952,58.0,6997,6.93,6.96,4.19
1.07,2,3,4,60.876132930513606,55.0,6998,6.6,6.64,4.03
1.01,1,6,3,62.07442596991291,59.0,6998,6.28,6.35,3.92
1.31,4,1,3,61.702127659574465,55.0,6999,7.1,7.0,4.35
1.01,2,4,4,62.78520849724626,58.0,6999,6.32,6.39,3.99
1.01,4,6,3,59.800153727901616,56.0,6999,6.49,6.52,3.89
1.01,1,4,4,63.299131807419094,60.0,6999,6.32,6.35,4.01
1.01,3,4,4,61.26543209876543,58.0,6999,6.44,6.52,3.97
1.01,1,6,3,63.108320251177396,60.0,6999,6.35,6.39,4.02
1.24,3,4,2,61.627906976744185,59.0,7000,6.9,6.86,4.24
1.26,2,3,2,63.15789473684211,61.0,7000,6.87,6.81,4.32
1.01,2,6,3,60.64814814814815,56.0,7001,6.45,6.51,3.93
1.01,2,4,4,63.650793650793645,56.0,7001,6.27,6.33,4.01
1.01,1,4,5,65.86345381526104,54.0,7001,6.18,6.27,4.1
1.3,3,6,1,60.213523131672595,59.0,7002,7.0,7.05,4.23
1.0,2,5,4,61.24031007751939,57.0,7002,6.43,6.47,3.95
1.21,4,1,5,62.65590608950844,56.0,7002,6.8,6.83,4.27
1.06,2,3,4,61.97398622800306,58.0,7003,6.51,6.56,4.05
1.16,3,4,3,62.7245508982036,58.0,7003,6.71,6.65,4.19
1.27,3,3,2,61.35057471264367,59.0,7005,6.94,6.98,4.27
2.23,2,3,0,63.50364963503651,57.0,7006,8.24,8.2,5.22
0.91,3,5,5,61.093247588424425,61.0,7006,6.24,6.2,3.8
1.39,3,2,3,62.50875963559916,59.0,7006,7.17,7.1,4.46
1.0,1,3,6,63.82306477093207,60.0,7007,6.31,6.35,4.04
1.05,2,3,4,62.34567901234568,56.0,7010,6.45,6.51,4.04
1.01,4,5,3,61.87499999999999,57.0,7013,6.43,6.37,3.96
1.01,4,4,3,61.82380216383307,54.0,7014,6.45,6.49,4.0
1.04,4,4,4,61.36189747513389,57.0,7015,6.51,6.56,4.01
1.34,4,1,4,62.21590909090909,57.0,7016,7.02,7.06,4.38
1.0,1,4,5,56.51846269781462,63.0,7016,6.65,6.62,3.75
1.13,4,3,3,62.745098039215684,56.0,7016,6.65,6.61,4.16
1.01,3,4,4,60.80870917573873,59.0,7017,6.45,6.41,3.91
1.2,4,5,1,61.967694566813506,57.0,7018,6.8,6.82,4.22
1.51,3,2,1,62.07845836200963,62.0,7018,7.32,7.21,4.51
1.04,3,5,3,62.433052792654934,58.0,7019,6.56,6.51,4.08
2.11,0,4,0,67.60025461489496,57.0,7019,7.88,7.83,5.31
1.01,2,3,4,63.622047244094496,57.0,7021,6.34,6.36,4.04
1.1,3,3,3,59.40740740740741,60.0,7022,6.78,6.72,4.01
1.52,1,0,2,63.6237897648686,60.0,7022,7.25,7.21,4.6
1.27,4,5,1,60.770328102710415,57.0,7023,7.0,7.02,4.26
2.01,1,2,0,63.904582548650346,59.0,7024,8.01,7.92,5.09
1.05,3,4,3,62.60601387818041,58.0,7025,6.47,6.5,4.06
1.28,4,1,4,61.285714285714285,57.0,7025,7.02,6.98,4.29
2.05,1,3,0,56.92124105011932,58.0,7026,8.46,8.3,4.77
1.0,1,6,3,60.65318818040436,61.0,7026,6.4,6.46,3.9
1.02,4,4,3,62.01550387596899,57.0,7026,6.46,6.44,4.0
1.05,4,3,4,61.26814362108479,57.0,7027,6.51,6.58,4.01
1.05,4,3,3,61.726508785332314,57.0,7028,6.56,6.53,4.04
1.27,2,1,4,60.57142857142858,59.0,7031,7.04,6.96,4.24
1.01,3,6,3,60.429447852760745,58.0,7032,6.57,6.47,3.94
1.01,3,6,3,62.18749999999999,61.0,7032,6.43,6.37,3.98
1.15,3,3,4,62.951807228915655,60.0,7032,6.68,6.6,4.18
1.09,3,3,3,60.9811320754717,59.0,7032,6.65,6.6,4.04
1.51,3,0,2,62.33766233766234,58.0,7034,7.3,7.33,4.56
1.04,4,4,3,60.0605143721634,59.0,7035,6.59,6.63,3.97
1.29,4,2,2,62.17765042979943,55.0,7036,6.96,7.0,4.34
1.02,4,4,3,62.80344557556774,57.0,7037,6.41,6.36,4.01
1.01,2,4,3,61.11111111111111,58.0,7037,6.45,6.51,3.96
1.21,4,1,4,61.751824817518255,56.0,7037,6.83,6.87,4.23
1.05,4,3,4,62.51920122887865,56.0,7037,6.48,6.54,4.07
1.32,4,5,1,62.71428571428571,56.0,7037,7.03,6.97,4.39
1.19,4,5,2,61.29032258064515,57.0,7037,6.83,6.81,4.18
1.14,4,1,4,61.08228317272053,56.0,7038,6.73,6.76,4.12
1.01,2,5,4,62.18749999999999,56.0,7039,6.38,6.42,3.98
1.15,2,2,4,62.528047868361995,56.0,7040,6.65,6.72,4.18
1.04,3,6,4,60.782808902532615,58.0,7041,6.53,6.5,3.96
1.14,1,3,4,63.40361445783132,58.0,7042,6.61,6.67,4.21
1.14,4,3,3,61.49253731343285,57.0,7042,6.68,6.72,4.12
1.25,4,1,4,61.3603473227207,58.0,7042,6.89,6.93,4.24
1.04,4,3,3,61.26814362108479,57.0,7044,6.53,6.56,4.01
1.3,3,6,1,61.483081353491706,58.0,7044,6.98,6.91,4.27
1.04,3,5,3,61.06870229007634,59.0,7047,6.54,6.56,4.0
1.21,1,3,3,64.13124533929903,58.0,7047,6.74,6.67,4.3
1.21,4,2,4,60.47860768672951,57.0,7047,6.91,6.88,4.17
1.04,1,3,4,63.7568199532346,57.0,7049,6.4,6.43,4.09
1.04,2,3,4,61.7624521072797,58.0,7049,6.5,6.55,4.03
1.24,2,2,2,60.83815028901734,60.0,7050,6.9,6.94,4.21
1.12,1,4,3,63.787878787878796,57.0,7051,6.61,6.59,4.21
1.3,4,2,2,62.2412562455389,56.0,7054,7.03,6.98,4.36
1.11,3,3,3,61.45755071374906,58.0,7055,6.69,6.62,4.09
1.09,4,2,6,61.457550713749065,56.0,7055,6.64,6.67,4.09
1.02,4,3,4,61.514683153013905,57.0,7055,6.45,6.49,3.98
1.26,3,2,2,61.262553802008604,57.0,7056,7.01,6.93,4.27
1.5,0,4,1,64.73906911142454,59.0,7056,7.13,7.05,4.59
1.0,3,4,4,62.02036021926391,59.0,7056,6.42,6.35,3.96
1.0,3,4,4,55.03458877786318,60.0,7056,6.53,6.48,3.58
1.0,3,4,4,59.185242121445036,60.0,7056,6.53,6.48,3.85
1.0,3,4,4,62.68656716417911,55.0,7056,6.39,6.34,3.99
1.01,4,4,4,61.74183514774495,59.0,7056,6.44,6.42,3.97
1.05,3,5,3,62.11656441717791,58.0,7056,6.54,6.5,4.05
1.5,0,4,1,65.30898876404495,57.0,7056,7.15,7.09,4.65
1.0,4,4,4,61.67056986729119,55.0,7056,6.42,6.39,3.95
1.5,3,4,1,62.40549828178694,58.0,7056,7.31,7.24,4.54
1.5,3,1,1,62.23146223146223,61.0,7056,7.24,7.19,4.49
1.34,4,3,1,61.09550561797752,56.0,7058,7.11,7.13,4.35
1.01,4,3,4,59.1012947448591,55.0,7059,6.6,6.53,3.88
1.32,4,1,3,61.74591909155429,59.0,7059,7.03,7.06,4.35
1.14,4,2,3,61.95085629188385,55.0,7059,6.71,6.72,4.16
1.01,1,4,5,63.614838200473564,60.0,7059,6.36,6.31,4.03
1.22,3,4,2,62.4540778839089,59.0,7059,6.83,6.78,4.25
1.01,3,3,4,60.72252113758647,58.0,7059,6.52,6.49,3.95
1.01,3,4,3,62.529457973291436,59.0,7062,6.41,6.32,3.98
1.51,1,0,3,63.955892487939344,58.0,7062,7.27,7.24,4.64
1.05,3,3,4,61.585835257890686,58.0,7063,6.51,6.48,4.0
1.05,4,3,4,62.0,56.0,7063,6.53,6.47,4.03
1.03,4,3,3,61.550268610897916,55.0,7064,6.49,6.54,4.01
1.19,1,5,3,57.41007194244604,60.0,7064,7.0,6.9,3.99
1.13,4,6,2,61.35517498138496,56.0,7066,6.69,6.74,4.12
1.55,2,2,2,63.30150068212823,57.0,7066,7.35,7.31,4.64
1.02,1,4,4,63.736263736263744,57.0,7068,6.35,6.39,4.06
1.7,4,2,0,62.72189349112425,54.1,7068,7.58,7.63,4.77
1.01,3,3,5,61.18935837245696,59.0,7068,6.42,6.36,3.91
1.07,4,3,4,61.796042617960424,55.0,7069,6.55,6.59,4.06
2.25,0,3,0,64.90473263675477,58.0,7069,8.15,8.12,5.28
1.05,4,3,3,62.23241590214068,54.0,7070,6.53,6.55,4.07
1.0,3,4,3,59.00383141762452,59.0,7072,6.54,6.51,3.85
1.2,2,2,3,62.51851851851852,60.0,7072,6.72,6.78,4.22
1.62,2,0,1,61.60949868073878,60.0,7072,7.52,7.64,4.67
1.2,4,2,3,62.77695716395865,57.0,7072,6.75,6.79,4.25
1.2,4,2,3,61.17989803350328,59.0,7072,6.84,6.89,4.2
1.16,4,3,3,62.33183856502242,57.0,7074,6.66,6.72,4.17
1.16,3,3,3,59.86890021849965,60.0,7074,6.85,6.88,4.11
1.1,4,3,3,62.37698713096139,54.0,7074,6.59,6.62,4.12
1.2,4,5,2,62.261380323054325,55.0,7074,6.78,6.84,4.24
1.06,4,4,3,61.04783599088838,57.0,7075,6.57,6.6,4.02
1.17,2,3,3,63.24404761904761,57.0,7076,6.73,6.71,4.25
1.08,0,3,4,64.74708171206225,60.0,7076,6.44,6.41,4.16
1.5,3,6,1,59.599999999999994,59.0,7076,7.54,7.46,4.47
1.02,4,3,4,61.149425287356316,56.0,7077,6.51,6.54,3.99
1.02,4,4,3,61.989205859676176,55.0,7078,6.47,6.5,4.02
1.09,4,3,4,60.506706408345735,57.0,7078,6.69,6.73,4.06
1.06,2,5,3,61.068702290076324,60.0,7079,6.57,6.53,4.0
1.32,4,1,3,60.75230660042584,57.0,7079,7.02,7.07,4.28
1.01,2,4,4,62.490211433046206,60.0,7079,6.36,6.41,3.99
1.2,4,1,5,62.924667651403254,55.0,7079,6.75,6.79,4.26
1.14,4,2,2,61.791044776119406,56.0,7079,6.68,6.72,4.14
1.14,4,2,2,61.515601783060916,56.0,7079,6.72,6.74,4.14
1.14,4,2,2,61.46993318485523,55.0,7079,6.72,6.75,4.14
1.14,3,3,3,60.946745562130175,57.0,7079,6.79,6.73,4.12
1.32,4,4,2,61.5819209039548,56.0,7079,7.11,7.05,4.36
1.08,3,4,3,62.826420890937015,59.0,7079,6.55,6.47,4.09
1.14,3,3,3,61.389096340552655,60.0,7079,6.71,6.68,4.11
1.2,2,1,6,62.64880952380951,56.0,7080,6.7,6.74,4.21
1.29,4,3,3,62.89855072463768,57.0,7080,6.91,6.89,4.34
1.59,0,1,1,65.15151515151516,58.0,7080,7.28,7.24,4.73
1.09,4,3,3,62.414578587699324,55.0,7081,6.61,6.56,4.11
1.0,1,5,6,64.0637450199203,62.0,7084,6.29,6.26,4.02
1.4,4,2,1,61.20749479528106,56.0,7084,7.18,7.23,4.41
1.22,4,5,2,61.73913043478261,56.0,7085,6.88,6.92,4.26
1.21,4,1,6,61.54970760233919,55.0,7086,6.88,6.8,4.21
1.48,3,1,1,61.318830727396325,58.0,7086,7.39,7.32,4.51
1.3,2,1,3,61.76890156918687,56.0,7087,6.98,7.04,4.33
1.18,4,6,2,61.946902654867266,55.0,7087,6.76,6.8,4.2
1.33,4,2,2,62.72273699215965,56.0,7088,6.99,7.04,4.4
1.21,4,5,2,62.28070175438596,56.0,7088,6.87,6.81,4.26
1.72,3,4,0,60.47711154094133,59.0,7089,7.8,7.71,4.69
1.23,3,2,3,62.89493019838355,57.0,7089,6.84,6.77,4.28
1.33,3,1,4,61.50568181818182,58.0,7090,7.06,7.02,4.33
1.33,1,1,4,63.688760806916434,56.0,7090,6.96,6.92,4.42
1.33,3,5,1,62.48216833095578,58.0,7090,7.03,6.99,4.38
1.12,4,2,5,62.368815592203894,53.0,7091,6.64,6.7,4.16
1.02,4,4,4,60.73059360730594,56.0,7091,6.53,6.61,3.99
1.24,3,2,4,62.19956300072832,59.0,7092,6.83,6.9,4.27
1.24,2,2,4,62.53644314868805,54.0,7092,6.84,6.88,4.29
1.3,2,2,3,62.491000719942406,59.0,7092,6.93,6.96,4.34
1.13,2,4,4,61.55003762227239,58.0,7092,6.61,6.68,4.09
1.18,2,6,2,61.73020527859238,57.0,7093,6.8,6.84,4.21
1.01,2,5,3,60.41828040278854,60.0,7094,6.47,6.44,3.9
1.21,3,2,4,62.30712711241735,58.0,7094,6.77,6.84,4.24
1.01,2,5,4,60.94946401225114,55.0,7094,6.48,6.58,3.98
1.56,1,0,3,57.55584756898817,65.0,7094,7.62,7.6,4.38
1.16,0,4,4,57.784214337436644,67.0,7094,6.97,6.84,3.99
1.38,4,3,1,61.37787056367432,55.0,7094,7.2,7.17,4.41
1.15,4,1,4,61.67531504818384,56.0,7096,6.73,6.76,4.16
1.0,3,5,4,62.99212598425197,60.0,7096,6.38,6.32,4.0
1.2,1,5,2,64.00602409638554,61.0,7096,6.67,6.61,4.25
1.39,1,4,1,63.83581033262562,55.0,7096,7.08,7.05,4.51
1.01,2,4,3,62.13895394223263,57.0,7098,6.38,6.43,3.98
1.5,2,3,1,63.15789473684209,58.0,7098,7.25,7.19,4.56
1.5,3,3,1,62.10670314637482,60.0,7098,7.34,7.28,4.54
1.5,0,2,1,59.26430517711171,58.0,7098,7.31,7.37,4.35
1.28,4,2,3,62.337662337662344,56.0,7098,6.97,6.89,4.32
1.28,3,2,3,61.16295764536971,60.0,7098,6.99,6.94,4.26
1.14,4,3,3,60.502958579881664,60.0,7099,6.77,6.75,4.09
1.63,4,4,0,62.11015262110152,55.1,7100,7.5,7.57,4.68
1.15,4,2,2,61.64079822616407,55.0,7100,6.74,6.79,4.17
1.02,3,6,3,62.70523846755278,58.0,7101,6.44,6.35,4.01
1.03,2,6,3,63.2891660171473,57.0,7102,6.39,6.44,4.06
1.29,1,1,3,57.94261721483554,61.0,7102,7.16,7.13,4.14
1.51,4,3,1,61.85286103542234,57.0,7103,7.37,7.31,4.54
1.36,3,1,3,61.89473684210527,56.0,7104,7.17,7.08,4.41
1.22,3,2,4,62.684365781710916,56.0,7105,6.82,6.74,4.25
1.24,2,3,2,61.76046176046177,58.0,7106,6.9,6.96,4.28
1.14,2,6,2,60.221402214022135,60.0,7106,6.7,6.85,4.08
1.41,3,2,1,59.11864406779661,57.0,7106,7.41,7.34,4.36
1.01,2,4,4,63.191153238546605,58.0,7107,6.32,6.34,4.0
1.31,2,3,1,62.152530292230935,58.0,7107,7.05,6.98,4.36
1.13,4,2,5,59.73645680819912,59.0,7108,6.89,6.77,4.08
1.52,4,3,1,61.85010128291696,57.0,7108,7.43,7.38,4.58
1.11,4,3,3,61.74698795180722,56.0,7109,6.62,6.66,4.1
1.52,2,0,3,63.106796116504846,61.0,7109,7.23,7.19,4.55
1.28,4,2,2,61.75839885632596,57.0,7109,7.02,6.97,4.32
1.08,4,4,3,61.87594553706506,55.0,7110,6.58,6.64,4.09
1.21,4,1,4,61.69442433019552,53.0,7111,6.89,6.92,4.26
1.1,4,3,4,61.49208741522231,57.0,7111,6.65,6.62,4.08
1.21,2,2,3,59.11047345767575,59.0,7113,6.95,6.99,4.12
1.16,4,3,3,61.68639053254438,57.0,7113,6.72,6.8,4.17
1.0,1,6,3,63.00940438871472,56.0,7114,6.36,6.4,4.02
1.2,2,4,3,62.38938053097346,58.0,7114,6.76,6.8,4.23
1.0,3,4,4,62.646828504306974,58.0,7114,6.37,6.4,4.0
1.0,4,3,4,62.72373540856032,53.0,7114,6.39,6.46,4.03
1.1,3,4,3,61.07784431137725,57.0,7115,6.71,6.65,4.08
1.23,4,1,6,62.05389657683903,57.0,7117,6.9,6.83,4.26
1.07,2,4,4,62.00607902735562,58.0,7118,6.57,6.59,4.08
1.02,4,6,4,62.684251357641585,55.0,7118,6.49,6.4,4.04
1.32,2,2,2,62.36711552090717,58.0,7119,7.02,7.09,4.4
1.03,4,3,4,61.87161639597834,57.0,7119,6.45,6.48,4.0
1.03,4,3,4,61.64488854727133,54.0,7119,6.49,6.52,4.01
0.94,4,4,3,61.17274167987321,57.0,7120,6.29,6.33,3.86
1.01,4,4,4,62.208398133748055,57.0,7122,6.38,6.48,4.0
1.06,3,5,3,61.3740458015267,60.0,7123,6.57,6.53,4.02
1.59,3,4,1,62.11512717536814,58.0,7123,7.49,7.45,4.64
1.15,4,2,4,62.61261261261261,57.0,7123,6.68,6.64,4.17
1.32,2,1,3,60.51136363636363,59.0,7125,7.02,7.06,4.26
1.51,2,0,2,60.64690026954178,57.0,7125,7.38,7.46,4.5
1.27,2,2,2,62.27371469949312,58.0,7125,6.87,6.94,4.3
1.29,4,4,1,61.891117478510026,55.0,7126,6.95,7.01,4.32
1.01,3,4,4,61.26543209876543,58.0,7127,6.52,6.44,3.97
1.01,2,4,4,63.299131807419094,60.0,7127,6.35,6.32,4.01
1.01,4,6,3,59.800153727901616,56.0,7127,6.52,6.49,3.89
1.01,1,5,4,63.78205128205128,60.0,7127,6.25,6.23,3.98
1.01,2,6,3,63.108320251177396,60.0,7127,6.39,6.35,4.02
1.01,3,4,4,62.431372549019606,61.0,7127,6.39,6.36,3.98
1.44,2,2,1,58.15508021390373,61.0,7128,7.45,7.51,4.35
1.16,4,3,3,60.71689831748355,58.0,7128,6.86,6.81,4.15
1.02,3,3,4,61.02212051868803,61.0,7129,6.58,6.53,4.0
1.02,4,3,4,61.585835257890686,55.0,7129,6.53,6.46,4.0
1.23,4,2,3,62.225475841874086,55.0,7130,6.81,6.85,4.25
1.06,3,3,4,61.97398622800306,58.0,7130,6.56,6.51,4.05
1.06,3,3,4,62.817551963048516,56.0,7130,6.52,6.47,4.08
1.3,3,6,1,60.213523131672595,59.0,7130,7.05,7.0,4.23
1.19,3,3,3,62.25165562913908,58.0,7130,6.82,6.77,4.23
0.91,2,5,5,61.093247588424425,61.0,7131,6.24,6.2,3.8
2.27,0,3,0,68.67545511613308,56.0,7131,7.99,7.94,5.47
1.06,2,3,4,61.77370030581041,57.0,7132,6.52,6.56,4.04
1.27,3,3,2,61.35057471264367,59.0,7133,6.98,6.94,4.27
1.21,4,1,5,62.11453744493392,55.0,7134,6.79,6.83,4.23
1.0,1,3,6,63.82306477093207,60.0,7134,6.35,6.31,4.04
1.01,2,4,3,63.829787234042556,55.0,7135,6.31,6.38,4.05
1.51,2,0,2,62.37148732008224,58.0,7136,7.27,7.32,4.55
1.11,4,2,5,61.16071428571428,56.0,7136,6.74,6.7,4.11
1.01,2,3,5,62.54886630179829,54.0,7137,6.38,6.41,4.0
0.32,4,3,2,60.89887640449439,57.0,612,4.46,4.44,2.71
0.32,4,3,2,60.76233183856501,56.0,612,4.48,4.44,2.71
0.32,3,3,2,60.544217687074834,59.0,612,4.43,4.39,2.67
0.32,4,6,1,61.41732283464566,56.0,612,4.46,4.43,2.73
0.31,1,2,6,63.73117033603709,56.0,612,4.3,4.33,2.75
0.31,3,2,6,61.751152073732726,59.0,612,4.32,4.36,2.68
0.3,2,4,5,64.14201183431953,55.0,613,4.2,4.25,2.71
0.3,2,4,5,64.15094339622641,56.0,613,4.22,4.26,2.72
0.31,2,1,6,57.74336283185841,62.0,613,4.51,4.53,2.61
0.32,2,4,4,59.12653975363942,59.0,613,4.45,4.48,2.64
0.41,4,0,3,62.39495798319329,55.0,613,4.75,4.77,2.97
0.41,4,0,3,62.370062370062364,53.0,613,4.79,4.83,3.0
0.41,4,0,3,62.19895287958115,54.0,613,4.76,4.79,2.97
0.41,4,0,3,61.74636174636174,55.0,613,4.8,4.82,2.97
0.41,4,0,3,62.27795193312434,54.0,613,4.77,4.8,2.98
0.37,4,5,2,61.02783725910065,56.0,613,4.66,4.68,2.85
0.3,1,4,5,65.95238095238095,55.0,613,4.19,4.21,2.77
0.5,0,4,0,71.01449275362319,57.0,613,4.87,4.79,3.43
0.37,2,2,2,62.637362637362635,63.0,613,4.6,4.5,2.85
0.5,0,4,0,68.64754098360655,54.0,613,4.94,4.82,3.35
0.33,2,2,5,61.50392817059485,56.0,614,4.44,4.47,2.74
0.33,2,2,5,61.79775280898876,55.0,614,4.44,4.46,2.75
0.33,2,2,5,61.64229471316086,57.0,614,4.43,4.46,2.74
0.33,2,2,5,61.95286195286195,56.0,614,4.44,4.47,2.76
0.26,2,5,5,62.913096695226436,56.0,614,4.07,4.1,2.57
0.32,4,2,5,62.22732491389207,57.0,614,4.34,4.37,2.71
0.32,4,3,4,61.36618141097425,54.0,614,4.45,4.48,2.74
0.39,4,5,1,60.98843322818086,55.0,614,4.74,4.77,2.9
0.3,2,6,2,58.823529411764696,63.0,614,4.35,4.32,2.55
0.35,2,2,4,62.59711431742508,58.0,614,4.49,4.52,2.82
1.01,1,3,5,62.421383647798756,61.0,7137,6.34,6.38,3.97
1.01,1,3,5,63.232963549920775,59.0,7137,6.27,6.35,3.99
1.03,4,4,4,61.70376055257098,56.0,7137,6.49,6.54,4.02
1.18,3,3,3,62.341536167039514,62.0,7137,6.72,6.69,4.18
1.51,2,1,1,62.861072902338385,58.0,7139,7.24,7.3,4.57
1.51,0,0,4,65.17168885774353,56.0,7139,7.16,7.11,4.65
1.13,4,3,3,62.09977661950856,53.0,7140,6.69,6.74,4.17
1.5,3,1,1,59.52861952861953,62.0,7140,7.46,7.39,4.42
1.7,3,1,1,61.72028890347997,56.0,7140,7.66,7.57,4.7
1.5,2,1,2,60.231135282120995,63.0,7140,7.38,7.33,4.43
1.2,2,1,7,59.13669064748201,61.0,7141,6.91,6.99,4.11
1.21,3,2,3,61.03423160961399,58.0,7142,6.9,6.83,4.19
1.23,2,5,2,59.2170818505338,62.0,7143,7.0,7.05,4.16
1.32,1,1,4,59.217877094972074,58.0,7143,7.14,7.18,4.24
1.56,3,0,4,61.34397870924817,59.0,7144,7.54,7.49,4.61
1.0,2,5,2,63.00940438871472,54.0,7145,6.36,6.4,4.02
1.51,3,3,1,62.653898768809846,57.0,7145,7.33,7.29,4.58
1.12,4,6,2,61.21530382595649,58.0,7145,6.65,6.68,4.08
1.51,4,1,2,62.20095693779905,56.0,7145,7.36,7.27,4.55
1.0,2,6,3,61.45339652448657,63.0,7146,6.35,6.31,3.89
1.46,2,1,2,62.48256624825663,57.0,7146,7.15,7.19,4.48
1.31,1,3,2,63.58381502890174,56.5,7147,6.87,6.97,4.4
1.19,2,2,4,62.42603550295858,59.0,7147,6.73,6.79,4.22
1.13,4,3,3,61.8371919342793,56.0,7147,6.68,6.71,4.14
1.33,4,1,3,61.161651504548644,54.0,7148,7.14,7.15,4.37
1.06,2,6,3,59.59671396564601,60.0,7149,6.68,6.71,3.99
0.92,2,6,5,62.77372262773723,58.0,7150,6.11,6.22,3.87
1.5,2,1,1,63.09937456567061,59.0,7150,7.24,7.15,4.54
1.13,3,3,3,61.9296933433059,58.0,7151,6.7,6.67,4.14
1.19,2,5,3,59.22190201729107,60.0,7152,6.93,6.95,4.11
1.22,2,2,4,58.941344778254646,59.0,7152,6.96,7.02,4.12
1.19,1,2,4,60.84425036390101,61.0,7152,6.86,6.88,4.18
1.12,4,6,2,60.45824094604582,56.0,7153,6.75,6.78,4.09
1.29,3,2,3,61.23032904148784,60.0,7153,7.03,6.95,4.28
1.05,3,4,3,62.60601387818041,58.0,7154,6.5,6.47,4.06
1.64,1,3,1,63.795423956931366,58.0,7154,7.45,7.41,4.74
1.22,3,4,3,62.98749080206034,60.0,7154,6.85,6.74,4.28
1.51,2,3,1,63.106796116504846,58.0,7154,7.23,7.19,4.55
1.59,4,0,1,62.07357859531773,54.0,7155,7.51,7.44,4.64
1.17,4,3,4,59.42028985507245,57.0,7155,6.93,6.87,4.1
1.05,4,3,4,61.26814362108479,57.0,7155,6.58,6.51,4.01
1.56,3,1,2,61.67341430499326,59.0,7155,7.44,7.38,4.57
1.42,4,1,2,61.891515994436716,57.0,7157,7.23,7.15,4.45
1.36,4,4,1,62.01550387596899,56.0,7157,7.08,7.11,4.4
1.13,4,3,3,61.584454409566526,57.0,7159,6.68,6.7,4.12
1.06,4,3,3,62.76923076923077,55.0,7160,6.49,6.51,4.08
1.5,1,2,1,64.17704011065007,56.0,7161,7.2,7.26,4.64
1.5,2,2,1,61.98347107438017,63.0,7161,7.24,7.28,4.5
1.55,3,5,1,58.56861457649376,57.0,7161,7.66,7.57,4.46
1.51,3,1,1,62.64564770390679,59.0,7162,7.28,7.31,4.57
1.32,4,1,2,62.00997861724874,57.0,7162,6.99,7.04,4.35
1.51,1,0,2,62.448418156808806,64.0,7162,7.31,7.23,4.54
1.24,3,4,2,61.605206073752704,59.0,7162,6.94,6.89,4.26
1.0,2,3,5,60.342146189735615,62.0,7163,6.41,6.45,3.88
1.32,3,2,2,61.48359486447931,61.0,7163,7.05,6.97,4.31
1.0,3,3,4,59.678653404743685,59.0,7164,6.57,6.5,3.9
1.01,4,3,5,60.582822085889575,57.0,7167,6.54,6.5,3.95
1.07,2,3,4,62.76923076923077,58.0,7168,6.48,6.52,4.08
1.0,4,5,3,59.61089494163424,57.0,7168,6.43,6.42,3.83
1.0,3,5,3,61.29788897576232,58.0,7168,6.41,6.38,3.92
1.0,3,5,3,63.03127506014435,58.0,7168,6.25,6.22,3.93
1.0,3,4,3,60.69498069498071,57.0,7168,6.5,6.45,3.93
1.33,3,2,2,61.911554921540656,58.0,7171,6.98,7.04,4.34
1.14,4,3,3,61.49253731343285,57.0,7171,6.72,6.68,4.12
